TicketID,CustID,OrderID,ProductName,ProductCategory,CustFirstName,CustPhone,Status,IssueCategory,Issue,DateOpened,DateClosed,HoursTaken,FirstResponseTime,Replies,CustomerSatisfaction(%)
585,775,698,aliquam erat,Computers,Phedra,+1 806 192 9148,Open,Other,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",38:00.0,21:00.0,59.72,16,,
586,68,26,montes,Household & Baby Care,Yovonnda,+1 205 425 3074,Open,Other,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",46:00.0,49:00.0,19.06,18,,
587,128,278,dui,Toys & Games,Frans,+1 813 185 6005,Open,Part missing,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",30:00.0,,,13,,
588,94,336,vulputate justo,Home & Kitchen,Allegra,+1 225 368 6715,Open,Other,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",15:00.0,33:00.0,67.31,21,,
589,555,534,ut nulla sed,Sports & Outdoors,Daven,+1 817 635 8167,Open,Info,Nulla facilisi.,58:00.0,55:00.0,56.96,41,,
590,447,145,elit proin interdum,Garden & Outdoor,Sephira,+1 208 715 1168,Open,Part missing,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",39:00.0,,,19,,
591,778,946,id turpis integer,Health,Obidiah,+1 360 675 2845,Open,Different from product description,Etiam justo. Etiam pretium iaculis justo.,57:00.0,53:00.0,50.93,13,,
592,661,424,ipsum,Sports & Outdoors,Lilllie,+1 419 847 0561,Open,Different from product description,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,37:00.0,19:00.0,58.71,30,,
593,544,990,ante ipsum primis,Books,Rusty,+1 831 117 1919,Closed,Different from product description,Nulla suscipit ligula in lacus.,39:00.0,18:00.0,12.65,38,,
594,870,133,blandit,Health,Angelo,+1 386 900 3529,Open,Received the wrong product,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",06:00.0,57:00.0,54.85,39,,
595,323,659,neque aenean,Toys & Games,Stacee,+1 701 617 6466,Open,Damaged product,Suspendisse ornare consequat lectus.,56:00.0,39:00.0,35.72,36,,
596,178,528,phasellus,Home & Kitchen,Lu,+1 513 195 4584,Open,Part missing,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",01:00.0,44:00.0,46.72,18,,
597,479,77,vel dapibus at,Cell Phones & Accessories,Correna,+1 616 130 1919,Open,Received the wrong product,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,51:00.0,51:00.0,55.01,12,,
598,174,695,aliquet,Industrial & Scientific,Mireille,+1 409 775 0247,Open,Part missing,Vivamus vestibulum sagittis sapien.,24:00.0,29:00.0,65.08,15,,
599,955,388,pede,Books,Lark,+1 720 316 3394,Open,Different from product description,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",29:00.0,20:00.0,25.85,38,,
600,34,155,at diam nam,Books,Titus,+1 619 594 7295,Open,Different from product description,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",24:00.0,56:00.0,63.54,7,,
601,990,154,augue a suscipit,Shoes and Jewelry,Shaylynn,+1 520 852 6889,Open,Info,Aliquam sit amet diam in magna bibendum imperdiet.,02:00.0,00:00.0,16.97,10,,
602,87,379,rutrum nulla,Shoes and Jewelry,Corine,+1 804 785 6390,Open,Part missing,Curabitur at ipsum ac tellus semper interdum.,49:00.0,24:00.0,26.58,31,,
603,527,135,morbi,Appliances,Ania,+1 863 492 5534,Open,Info,Vestibulum ac est lacinia nisi venenatis tristique.,58:00.0,15:00.0,11.28,10,,
604,986,883,eleifend donec ut,Sports & Outdoors,Rusty,+1 850 681 1437,Open,Received the wrong product,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,12:00.0,26:00.0,39.22,23,,
605,946,308,etiam faucibus cursus,Toys & Games,Rustin,+1 202 196 0379,Open,Other,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,16:00.0,57:00.0,24.68,18,,
606,787,596,placerat ante,Clothing,Rebe,+1 216 824 0252,Open,Part missing,Maecenas ut massa quis augue luctus tincidunt.,11:00.0,01:00.0,7.83,16,,
607,419,275,duis,Beauty & Personal Care,Lucienne,+1 904 602 8126,Open,Other,Suspendisse potenti.,15:00.0,07:00.0,64.87,21,,
608,807,986,at diam nam,Books,Wes,+1 334 447 3793,Open,Other,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",10:00.0,02:00.0,59.88,36,,
609,430,446,duis bibendum,Home & Kitchen,Fabian,+1 901 424 3606,Closed,Info,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",15:00.0,53:00.0,59.64,38,,
610,327,936,congue diam,Appliances,Naoma,+1 314 348 4972,Open,Other,Fusce consequat. Nulla nisl.,01:00.0,44:00.0,60.72,32,,
611,683,392,etiam,Sports & Outdoors,Noe,+1 571 981 5490,Open,Damaged product,Etiam faucibus cursus urna. Ut tellus.,15:00.0,37:00.0,70.37,15,,
612,772,525,hac habitasse platea,Beauty & Personal Care,Sheffield,+1 407 606 9668,Open,Info,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",40:00.0,26:00.0,54.76,22,,
613,133,466,luctus et,Garden & Outdoor,Richmond,+1 949 814 6789,Open,Part missing,Proin risus.,49:00.0,56:00.0,15.12,22,,
614,236,626,pede justo lacinia,Clothing,Alyson,+1 201 397 8857,Open,Received the wrong product,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",39:00.0,59:00.0,22.33,32,,
615,287,653,nullam orci,Appliances,Korry,+1 401 938 4970,Open,Received the wrong product,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",02:00.0,23:00.0,2.35,19,,
616,962,568,at turpis donec,Shoes and Jewelry,Archibald,+1 334 355 7274,Open,Part missing,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",37:00.0,21:00.0,47.72,22,,
617,136,145,felis,Industrial & Scientific,Efrem,+1 419 964 8705,Open,Other,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",10:00.0,25:00.0,24.25,28,,
618,620,698,blandit nam nulla,Garden & Outdoor,Farrel,+1 239 552 8146,Open,Received the wrong product,Aenean auctor gravida sem.,31:00.0,47:00.0,59.27,10,,
619,881,526,at nulla,Beauty & Personal Care,Christal,+1 813 551 6936,Open,Damaged product,Nulla mollis molestie lorem. Quisque ut erat.,13:00.0,04:00.0,11.84,42,,
620,568,994,nam,Books,Ezechiel,+1 678 761 3819,Open,Different from product description,Donec ut mauris eget massa tempor convallis.,01:00.0,26:00.0,63.41,7,,
621,246,133,urna,Grocery & Gourmet Food,Winnie,+1 617 979 0013,Open,Damaged product,Sed sagittis.,36:00.0,25:00.0,28.82,32,,
622,431,102,sapien placerat,Garden & Outdoor,Demetria,+1 305 234 1765,Open,Received the wrong product,Integer ac leo.,21:00.0,27:00.0,57.1,5,,
623,270,533,faucibus orci luctus,Computers,Gibby,+1 319 834 5700,Open,Different from product description,Ut at dolor quis odio consequat varius.,26:00.0,51:00.0,33.42,42,,
624,141,914,porttitor,Clothing,Dania,+1 717 491 1948,Open,Part missing,Cras pellentesque volutpat dui.,25:00.0,14:00.0,2.82,18,,
625,288,523,interdum venenatis,Computers,Cristian,+1 303 486 3896,Closed,Damaged product,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",15:00.0,32:00.0,40.28,7,,
626,229,34,vel augue vestibulum,Books,Zorine,+1 614 945 1093,Open,Received the wrong product,In eleifend quam a odio.,16:00.0,25:00.0,66.16,30,,
627,899,715,auctor,Computers,Jammal,+1 407 427 7443,Open,Received the wrong product,Nulla tempus.,01:00.0,38:00.0,22.61,36,,
628,175,990,vivamus tortor duis,Cell Phones & Accessories,Bidget,+1 360 493 7671,Open,Different from product description,Phasellus sit amet erat. Nulla tempus.,33:00.0,51:00.0,27.3,26,,
629,538,173,luctus tincidunt nulla,Electronics,Catherine,+1 260 578 6703,Open,Damaged product,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",58:00.0,19:00.0,70.35,27,,
630,926,217,turpis nec euismod,Books,Fae,+1 530 223 1520,Open,Part missing,Morbi ut odio.,12:00.0,02:00.0,21.82,28,,
631,300,334,cum,Household & Baby Care,Ford,+1 650 581 4613,Open,Different from product description,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,34:00.0,14:00.0,0.67,38,,
632,448,397,sapien placerat ante,Sports & Outdoors,Burlie,+1 316 347 0193,Open,Other,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,25:00.0,09:00.0,19.74,25,,
633,505,643,et magnis,Industrial & Scientific,Thayne,+1 405 456 8299,Open,Damaged product,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,04:00.0,21:00.0,40.28,11,,
634,951,91,tristique,Home & Kitchen,Eberhard,+1 858 207 2561,Open,Damaged product,Vestibulum rutrum rutrum neque.,51:00.0,16:00.0,39.41,38,,
635,724,144,adipiscing lorem,Computers,Chelsy,+1 310 847 5726,Open,Damaged product,Nam dui.,40:00.0,,,14,,
636,375,926,vivamus,Garden & Outdoor,Fonz,+1 865 496 5134,Open,Different from product description,Nulla nisl. Nunc nisl.,39:00.0,10:00.0,7.53,10,,
637,239,803,sapien placerat,Grocery & Gourmet Food,Alex,+1 254 394 3841,Open,Part missing,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",49:00.0,28:00.0,39.66,13,,
638,829,232,et,Household & Baby Care,Hayes,+1 215 803 6256,Open,Different from product description,Maecenas ut massa quis augue luctus tincidunt.,01:00.0,06:00.0,29.08,18,,
639,555,473,interdum eu tincidunt,Beauty & Personal Care,Daven,+1 817 635 8167,Open,Damaged product,In blandit ultrices enim.,09:00.0,38:00.0,28.48,37,,
640,30,150,interdum,Household & Baby Care,Melesa,+1 713 635 2075,Open,Part missing,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",35:00.0,42:00.0,59.12,8,,
641,796,238,velit donec,Shoes and Jewelry,Trever,+1 513 570 9994,Open,Part missing,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,03:00.0,49:00.0,45.76,33,,
642,140,284,eget eros elementum,Health,Burt,+1 757 903 8638,Open,Other,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,31:00.0,43:00.0,44.2,9,,
643,169,263,ut suscipit,Grocery & Gourmet Food,Berny,+1 229 347 4348,Open,Damaged product,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",56:00.0,34:00.0,16.65,26,,
644,929,848,morbi ut odio,Toys & Games,Alejandro,+1 808 987 5826,Open,Other,Morbi non quam nec dui luctus rutrum.,17:00.0,35:00.0,71.3,33,,
645,731,92,ultricies eu nibh,Computers,Bunnie,+1 510 525 8134,Open,Info,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",20:00.0,,,25,,
646,167,32,eu,Health,Vachel,+1 623 334 7896,Open,Part missing,Donec posuere metus vitae ipsum.,35:00.0,19:00.0,28.73,35,,
647,548,391,integer,Computers,Maribelle,+1 860 661 7582,Open,Part missing,Quisque ut erat. Curabitur gravida nisi at nibh.,44:00.0,52:00.0,3.14,30,,
648,802,591,curae donec pharetra,Garden & Outdoor,Sunny,+1 713 113 8678,Open,Part missing,Pellentesque ultrices mattis odio. Donec vitae nisi.,25:00.0,35:00.0,30.17,44,,
649,24,169,lectus,Garden & Outdoor,Klaus,+1 210 840 0209,Open,Damaged product,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",26:00.0,00:00.0,17.55,6,,
650,974,489,sed tristique in,Toys & Games,Charmian,+1 601 794 7054,Open,Other,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,14:00.0,22:00.0,38.14,14,,
651,274,342,vel pede morbi,Grocery & Gourmet Food,Torie,+1 214 606 6355,Open,Damaged product,Praesent blandit.,01:00.0,24:00.0,45.38,17,,
652,491,828,congue elementum,Shoes and Jewelry,Nessa,+1 512 559 9275,Open,Part missing,Nullam sit amet turpis elementum ligula vehicula consequat.,26:00.0,18:00.0,35.87,5,,
653,101,404,scelerisque,Appliances,Rubina,+1 352 352 9370,Open,Different from product description,Vivamus tortor.,26:00.0,,,37,,
654,365,812,tempus vel pede,Garden & Outdoor,Vivyanne,+1 630 179 5479,Open,Different from product description,Aenean auctor gravida sem.,03:00.0,01:00.0,18.96,24,,
655,100,758,pellentesque,Health,Maitilde,+1 561 533 1907,Closed,Different from product description,Nam nulla.,19:00.0,59:00.0,39.67,40,,
656,468,892,bibendum,Electronics,Tabitha,+1 619 205 8461,Open,Received the wrong product,Fusce consequat.,38:00.0,20:00.0,24.7,39,,
657,832,675,sapien cursus,Health,Claiborne,+1 832 352 3938,Open,Part missing,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",28:00.0,,,25,,
658,887,857,elementum,Books,Sylvester,+1 646 256 7407,Open,Damaged product,Vivamus tortor.,32:00.0,42:00.0,39.16,8,,
659,42,776,platea dictumst aliquam,Health,Enrico,+1 518 737 8573,Open,Damaged product,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",23:00.0,27:00.0,12.06,15,,
660,857,808,dictumst,Clothing,Arty,+1 716 337 6599,Open,Damaged product,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",29:00.0,56:00.0,3.46,6,,
661,368,668,proin,Clothing,Allistir,+1 318 503 0214,Open,Different from product description,Nulla nisl.,41:00.0,57:00.0,70.27,22,,
662,765,872,blandit nam,Shoes and Jewelry,Cristiano,+1 310 999 7841,Open,Damaged product,Pellentesque ultrices mattis odio.,21:00.0,58:00.0,58.62,39,,
663,811,55,ultrices,Beauty & Personal Care,Willey,+1 712 127 0699,Open,Damaged product,Nam nulla.,47:00.0,09:00.0,33.36,32,,
664,201,803,in,Books,Gran,+1 757 967 8065,Open,Part missing,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",21:00.0,29:00.0,20.13,40,,
665,27,915,eu est congue,Appliances,Harmonia,+1 229 189 0536,Open,Part missing,Nulla ut erat id mauris vulputate elementum. Nullam varius.,48:00.0,41:00.0,6.89,42,,
666,483,432,aliquam non,Sports & Outdoors,Simon,+1 559 620 8859,Open,Info,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,00:00.0,26:00.0,49.43,34,,
667,971,707,tristique,Home & Kitchen,Aile,+1 202 910 1978,Closed,Part missing,Integer ac neque.,12:00.0,46:00.0,33.57,30,,
668,13,246,ut at,Sports & Outdoors,Giulia,+1 813 371 2500,Open,Info,Donec ut dolor.,00:00.0,41:00.0,59.69,9,,
669,386,965,vel est donec,Garden & Outdoor,Scot,+1 801 361 5698,Closed,Other,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,35:00.0,22:00.0,43.79,25,,
670,330,726,porta volutpat erat,Health,Sullivan,+1 251 392 4279,Open,Received the wrong product,Nullam molestie nibh in lectus.,18:00.0,04:00.0,59.76,43,,
671,43,730,metus,Beauty & Personal Care,Ian,+1 215 516 1620,Open,Different from product description,Suspendisse accumsan tortor quis turpis. Sed ante.,56:00.0,43:00.0,36.78,10,,
672,60,333,id turpis integer,Health,Waite,+1 571 116 3586,Open,Other,Vivamus in felis eu sapien cursus vestibulum.,23:00.0,02:00.0,64.65,13,,
673,44,452,fermentum justo,Toys & Games,Mallory,+1 804 316 4068,Open,Other,Aenean sit amet justo. Morbi ut odio.,39:00.0,33:00.0,59.9,22,,
674,269,845,luctus et ultrices,Clothing,Dania,+1 606 949 8114,Closed,Damaged product,Vestibulum ac est lacinia nisi venenatis tristique.,57:00.0,22:00.0,34.43,37,,
675,634,624,augue vel,Household & Baby Care,Boy,+1 302 485 9106,Open,Damaged product,Integer ac leo.,34:00.0,02:00.0,6.47,23,,
676,890,883,odio elementum eu,Grocery & Gourmet Food,Sheffy,+1 843 324 9192,Open,Info,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",58:00.0,22:00.0,24.4,18,,
677,191,539,fusce posuere felis,Books,Beaufort,+1 212 451 1290,Open,Different from product description,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,51:00.0,08:00.0,66.28,25,,
678,888,236,posuere,Shoes and Jewelry,Addie,+1 773 776 2379,Open,Part missing,In sagittis dui vel nisl.,07:00.0,36:00.0,19.49,18,,
679,781,562,vivamus metus arcu,Beauty & Personal Care,Woodman,+1 713 168 9382,Closed,Part missing,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,33:00.0,51:00.0,53.29,16,,
680,21,302,vel,Grocery & Gourmet Food,Althea,+1 619 347 7201,Open,Info,Duis consequat dui nec nisi volutpat eleifend.,51:00.0,20:00.0,6.49,33,,
681,146,144,condimentum,Health,Quintilla,+1 954 253 9478,Open,Damaged product,Maecenas rhoncus aliquam lacus.,50:00.0,,,19,,
682,243,979,vel dapibus,Cell Phones & Accessories,Colman,+1 682 492 1398,Closed,Received the wrong product,Phasellus id sapien in sapien iaculis congue.,31:00.0,44:00.0,51.23,33,,
683,451,233,nulla,Grocery & Gourmet Food,Nollie,+1 915 911 9264,Closed,Other,Integer ac neque.,51:00.0,25:00.0,46.56,18,,
684,160,13,bibendum imperdiet nullam,Computers,Brana,+1 504 517 3986,Closed,Other,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",07:00.0,35:00.0,56.47,7,,
685,440,766,faucibus,Household & Baby Care,Mureil,+1 202 560 9012,Closed,Received the wrong product,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",01:00.0,54:00.0,20.89,38,,
686,203,151,est,Clothing,Dennis,+1 239 591 4415,Open,Part missing,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",22:00.0,38:00.0,63.26,19,,
687,14,821,lacus,Computers,Hercule,+1 502 709 5265,Open,Other,Nulla ac enim.,44:00.0,12:00.0,3.46,25,,
688,731,786,pulvinar nulla,Household & Baby Care,Bunnie,+1 510 525 8134,Closed,Different from product description,Nunc purus.,10:00.0,22:00.0,65.2,39,,
689,787,59,est et,Industrial & Scientific,Rebe,+1 216 824 0252,Open,Different from product description,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,20:00.0,43:00.0,38.37,5,,
690,114,367,adipiscing,Industrial & Scientific,Carter,+1 561 481 9534,Open,Part missing,Ut tellus.,27:00.0,14:00.0,36.79,23,,
691,966,173,nulla tellus in,Health,Horatius,+1 817 873 8838,Open,Received the wrong product,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,07:00.0,21:00.0,47.24,12,,
692,627,426,gravida,Books,Jenny,+1 407 897 9128,Closed,Part missing,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",26:00.0,38:00.0,52.2,21,,
693,447,749,ut massa quis,Computers,Sephira,+1 208 715 1168,Open,Part missing,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",55:00.0,02:00.0,4.11,30,,
694,445,75,sollicitudin ut suscipit,Health,Thorny,+1 214 530 0014,Open,Other,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",06:00.0,11:00.0,10.09,42,,
695,381,928,vel,Shoes and Jewelry,Errick,+1 505 301 7543,Open,Different from product description,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",23:00.0,57:00.0,70.57,14,,
696,403,448,sit amet diam,Grocery & Gourmet Food,Augie,+1 937 278 9603,Open,Other,Nunc purus.,10:00.0,52:00.0,3.69,16,,
697,939,5,tempus vel pede,Books,Felice,+1 225 524 4592,Open,Damaged product,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",10:00.0,13:00.0,14.06,8,,
698,140,800,vel dapibus at,Cell Phones & Accessories,Burt,+1 757 903 8638,Open,Received the wrong product,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,55:00.0,57:00.0,15.02,18,,
699,253,496,curae nulla,Computers,Tracey,+1 330 596 8621,Open,Info,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,43:00.0,22:00.0,61.65,6,,
700,187,217,curabitur convallis duis,Garden & Outdoor,Leeann,+1 816 354 0971,Open,Received the wrong product,Phasellus sit amet erat.,17:00.0,48:00.0,56.51,33,,
701,265,492,pede malesuada in,Beauty & Personal Care,Gherardo,+1 217 510 2163,Open,Different from product description,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,48:00.0,27:00.0,50.65,6,,
702,976,382,condimentum id luctus,Sports & Outdoors,Theo,+1 202 350 6473,Open,Other,Aenean sit amet justo.,15:00.0,05:00.0,14.82,20,,
703,630,149,non quam,Garden & Outdoor,Felizio,+1 916 298 5439,Open,Info,Vivamus tortor.,53:00.0,23:00.0,59.49,28,,
704,571,740,interdum venenatis,Computers,Cleveland,+1 314 753 7537,Open,Part missing,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",42:00.0,23:00.0,22.68,41,,
705,898,384,eget elit sodales,Toys & Games,Izzy,+1 469 991 3919,Open,Info,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,03:00.0,50:00.0,65.79,11,,
706,924,178,suspendisse potenti,Garden & Outdoor,Sybil,+1 571 729 2098,Open,Other,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",15:00.0,26:00.0,70.19,7,,
707,365,74,sit amet,Electronics,Vivyanne,+1 630 179 5479,Open,Part missing,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",51:00.0,44:00.0,59.89,12,,
708,728,989,orci pede,Appliances,Nanette,+1 914 635 7744,Open,Other,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,48:00.0,49:00.0,69.02,18,,
709,974,990,duis,Beauty & Personal Care,Charmian,+1 601 794 7054,Open,Damaged product,Phasellus sit amet erat. Nulla tempus.,00:00.0,19:00.0,16.32,37,,
710,518,689,sed vestibulum sit,Computers,Caron,+1 213 825 5131,Closed,Received the wrong product,Nulla nisl. Nunc nisl.,38:00.0,45:00.0,47.12,21,,
711,413,851,est et,Health,Irwinn,+1 202 752 5885,Closed,Part missing,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,32:00.0,15:00.0,5.72,16,,
712,266,541,augue,Computers,Ev,+1 305 852 6094,Open,Part missing,Donec dapibus.,41:00.0,17:00.0,25.62,15,,
713,530,951,etiam,Sports & Outdoors,Scot,+1 423 867 6923,Open,Info,Morbi a ipsum.,35:00.0,51:00.0,9.27,21,,
714,469,503,nisl duis,Electronics,Dory,+1 202 427 1530,Open,Part missing,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",25:00.0,16:00.0,17.86,40,,
715,889,690,orci nullam molestie,Household & Baby Care,Gerardo,+1 484 213 3410,Open,Damaged product,Cras in purus eu magna vulputate luctus.,05:00.0,38:00.0,1.55,22,,
716,999,711,ipsum,Sports & Outdoors,Barr,+1 205 866 9825,Open,Different from product description,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",25:00.0,41:00.0,26.26,43,,
717,224,618,felis fusce,Health,Bram,+1 616 627 1547,Open,Received the wrong product,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",28:00.0,54:00.0,11.44,27,,
718,899,573,nam ultrices libero,Home & Kitchen,Jammal,+1 407 427 7443,Open,Info,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",58:00.0,16:00.0,64.29,36,,
719,315,527,sapien sapien,Health,Kyrstin,+1 617 468 1376,Open,Info,Integer ac neque. Duis bibendum.,55:00.0,46:00.0,9.86,9,,
720,689,521,blandit nam,Household & Baby Care,Diandra,+1 718 702 8608,Open,Part missing,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,26:00.0,20:00.0,13.91,26,,
721,939,132,at nibh,Sports & Outdoors,Felice,+1 225 524 4592,Open,Other,Pellentesque at nulla. Suspendisse potenti.,10:00.0,51:00.0,59.69,5,,
722,218,517,convallis duis consequat,Computers,Cinderella,+1 954 589 9134,Open,Other,Aliquam quis turpis eget elit sodales scelerisque.,19:00.0,24:00.0,35.09,23,,
723,715,931,pellentesque ultrices phasellus,Grocery & Gourmet Food,Karlik,+1 601 507 3479,Open,Received the wrong product,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",31:00.0,01:00.0,69.49,31,,
724,410,42,tempus,Garden & Outdoor,Valera,+1 325 645 5234,Open,Received the wrong product,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,30:00.0,27:00.0,7.94,42,,
725,42,804,pede ullamcorper augue,Industrial & Scientific,Enrico,+1 518 737 8573,Open,Other,Suspendisse accumsan tortor quis turpis. Sed ante.,28:00.0,26:00.0,71.97,21,,
726,561,153,suspendisse accumsan,Sports & Outdoors,Faye,+1 651 998 6335,Open,Received the wrong product,Aliquam quis turpis eget elit sodales scelerisque.,10:00.0,18:00.0,51.14,18,,
727,494,286,neque duis bibendum,Books,Vilhelmina,+1 203 633 0102,Closed,Received the wrong product,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,05:00.0,05:00.0,2.01,43,,
728,349,833,amet,Cell Phones & Accessories,Kaylee,+1 404 905 3686,Open,Received the wrong product,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",08:00.0,41:00.0,52.54,22,,
729,894,887,libero quis,Toys & Games,Lannie,+1 602 275 3962,Open,Received the wrong product,Morbi a ipsum.,20:00.0,11:00.0,29.84,30,,
730,757,292,dapibus augue vel,Sports & Outdoors,Otes,+1 217 251 5733,Open,Part missing,Suspendisse accumsan tortor quis turpis. Sed ante.,54:00.0,34:00.0,21.67,26,,
731,371,298,vulputate justo,Home & Kitchen,Imelda,+1 816 178 8119,Closed,Different from product description,Maecenas tincidunt lacus at velit.,54:00.0,57:00.0,45.05,18,,
732,987,724,in hac,Industrial & Scientific,Willyt,+1 989 794 8309,Open,Part missing,Integer ac leo. Pellentesque ultrices mattis odio.,40:00.0,14:00.0,27.56,28,,
733,593,326,in congue,Home & Kitchen,Nels,+1 315 820 6897,Open,Different from product description,Donec semper sapien a libero.,26:00.0,32:00.0,24.1,10,,
